Id,wavelength,reflectance,direct_transmittance,diffuse_transmittance
415,4.1,1.854,0.0,1.3724
416,4.12,1.839,0.0,1.3617
417,4.14,1.837,0.0,1.3597
418,4.16,1.826,0.0,1.3519
419,4.18,1.813,0.0,1.3422
420,4.2,1.791,0.0,1.3256
421,4.22,1.779,0.0,1.3168
422,4.24,1.753,0.0,1.2972
423,4.26,1.73,0.0,1.2806
424,4.28,1.719,0.0,1.2728
425,4.3,1.704,0.0,1.2611
426,4.32,1.688,0.0,1.2494
427,4.34,1.665,0.0,1.2328
428,4.36,1.646,0.0,1.2181
429,4.38,1.635,0.0,1.2103
430,4.4,1.615,0.0,1.1956
431,4.42,1.604,0.0,1.1868
432,4.44,1.59,0.0,1.1771
433,4.46,1.569,0.0,1.1614
434,4.48,1.552,0.0,1.1487
435,4.5,1.543,0.0,1.1419
436,4.52,1.532,0.0,1.1341
437,4.54,1.531,0.0,1.1331
438,4.56,1.523,0.0,1.1273
439,4.58,1.513,0.0,1.1194
440,4.6,1.507,0.0,1.1155
441,4.62,1.509,0.0,1.1165
442,4.64,1.497,0.0,1.1077
443,4.66,1.495,0.0,1.1067
444,4.68,1.487,0.0,1.1009
445,4.7,1.493,0.0,1.1048
446,4.72,1.49,0.0,1.1028
447,4.74,1.49,0.0,1.1028
448,4.76,1.488,0.0,1.1019
449,4.78,1.488,0.0,1.1019
450,4.8,1.49,0.0,1.1028
451,4.82,1.497,0.0,1.1077
452,4.84,1.489,0.0,1.1019
453,4.86,1.495,0.0,1.1067
454,4.88,1.502,0.0,1.1116
455,4.9,1.507,0.0,1.1155
456,4.92,1.51,0.0,1.1175
457,4.94,1.524,0.0,1.1282
458,4.96,1.534,0.0,1.1351
459,4.98,1.532,0.0,1.1341
460,5.0,1.538,0.0,1.138
461,5.1,1.582,0.0,1.1712
462,5.2,1.625,0.0,1.2025
463,5.3,1.623,0.0,1.2015
464,5.4,1.577,0.0,1.1673
465,5.5,1.508,0.0,1.1165
466,5.6,1.411,0.0,1.0442
467,5.7,1.253,0.0,0.927
468,5.8,1.243,0.0,0.9202
469,5.9,1.509,0.0,1.1165
470,6.0,1.559,0.0,1.1536
471,6.1,1.632,0.0,1.2083
472,6.2,1.516,0.0,1.1224
473,6.3,1.531,0.0,1.1331
474,6.4,1.542,0.0,1.1409
475,6.5,1.554,0.0,1.1507
476,6.6,1.468,0.0,1.0862
477,6.7,1.545,0.0,1.1439
478,6.8,1.664,0.0,1.2318
479,6.9,1.72,0.0,1.2728
480,7.0,1.758,0.0,1.3011
481,7.1,1.713,0.0,1.2679
482,7.2,1.685,0.0,1.2474
483,7.3,1.634,0.0,1.2093
