wavelength;reflectance;direct_transmittance;diffuse_transmittance
0.68;4.70208965;0.0;2.42673165
0.681;4.7788652;0.0;2.47952905
0.682;4.85930315;0.0;2.55496385
0.683;4.9418872;0.0;2.65707695
0.684;5.0194379;0.0;2.7876864
0.685;5.0919183;0.0;2.9553547
0.686;5.16128235;0.0;3.16967705
0.687;5.2310874;0.0;3.44080635
0.688;5.299888;0.0;3.77028185
0.689;5.37623455;0.0;4.16827455
0.69;5.47216215;0.0;4.64628805
0.691;5.6008497;0.0;5.21272185
0.692;5.7741442;0.0;5.86722575
0.693;6.00349225;0.0;6.6074208
0.694;6.29985745;0.0;7.43004745
0.695;6.67717035;0.0;8.32826565
0.696;7.13837605;0.0;9.2888833
0.697;7.6763809;0.0;10.29196645
0.698;8.29589505;0.0;11.33637345
0.699;8.99211675;0.0;12.41024415
0.7;9.7556969;0.0;13.4985067
0.701;10.5774856;0.0;14.59636395
0.702;11.44904015;0.0;15.69469395
0.703;12.36104785;0.0;16.78482505
0.704;13.3005248;0.0;17.8593207
0.705;14.2649987;0.0;18.9176872
0.706;15.2492685;0.0;19.95825805
0.707;16.2438635;0.0;20.9772362
0.708;17.2508727;0.0;21.9792382
0.709;18.2699145;0.0;22.96615565
0.71;19.2993062;0.0;23.93834215
0.711;20.33443675;0.0;24.89555855
0.712;21.3756982;0.0;25.8382879
0.713;22.4232561;0.0;26.76679265
0.714;23.47485745;0.0;27.68246735
0.715;24.52612565;0.0;28.5846957
0.716;25.5747959;0.0;29.47285905
0.717;26.6260966;0.0;30.34949875
0.718;27.66470265;0.0;31.20395155
0.719;28.6873227;0.0;32.03578685
0.72;29.69972165;0.0;32.85246855
0.721;30.69426395;0.0;33.64633415
0.722;31.665373;0.0;34.41521415
0.723;32.6102559;0.0;35.15917645
0.724;33.52997325;0.0;35.87477815
0.725;34.41815105;0.0;36.5611239
0.726;35.27185555;0.0;37.2188913
0.727;36.0961645;0.0;37.8509666
0.728;36.8836779;0.0;38.4506395
0.729;37.63327685;0.0;39.0179159
0.73;38.3487894;0.0;39.55848865
0.731;39.0259545;0.0;40.0687123
0.732;39.66386835;0.0;40.5479925
0.733;40.2625435;0.0;40.9965721
0.734;40.82377605;0.0;41.41648405
0.735;41.35048925;0.0;41.81112305
0.736;41.84361265;0.0;42.18165855
0.737;42.2992455;0.0;42.52338655
0.738;42.71753345;0.0;42.83716415
0.739;43.1007309;0.0;43.12550755
0.74;43.4537944;0.0;43.3931718
0.741;43.7729186;0.0;43.63659155
0.742;44.0602986;0.0;43.85730135
0.743;44.3202839;0.0;44.0587594
0.744;44.55140045;0.0;44.2410607
0.745;44.7525364;0.0;44.4029866
0.746;44.9238882;0.0;44.54399675
0.747;45.069988;0.0;44.66693315
0.748;45.1955435;0.0;44.77549465
0.749;45.3022119;0.0;44.87098325
0.75;45.38711195;0.0;44.951174
0.751;45.4573023;0.0;45.0213188
0.752;45.51431875;0.0;45.08185585
0.753;45.5573188;0.0;45.13125015
0.754;45.5917356;0.0;45.17633905
0.755;45.61815165;0.0;45.21525175
0.756;45.63640175;0.0;45.24591385
0.757;45.64768445;0.0;45.27351475
0.758;45.65490195;0.0;45.29799925
0.759;45.65900055;0.0;45.31934845
0.76;45.6574088;0.0;45.33804575
0.761;45.65307875;0.0;45.35516435
0.762;45.6445301;0.0;45.36828515
0.763;45.6279028;0.0;45.3731487
0.764;45.60643555;0.0;45.3761572
0.765;45.58363545;0.0;45.37850025
0.766;45.56132215;0.0;45.3797578
0.767;45.5330145;0.0;45.3781341
0.768;45.5018816;0.0;45.3735912
0.769;45.47025355;0.0;45.367278
0.77;45.4377108;0.0;45.3622599
0.771;45.4087445;0.0;45.35927745
0.772;45.3825543;0.0;45.35744965
0.773;45.3551036;0.0;45.35469305
0.774;45.33047675;0.0;45.35351055
0.775;45.30683305;0.0;45.35295185
0.776;45.28280385;0.0;45.3524011
0.777;45.26650175;0.0;45.35722935
0.778;45.2504287;0.0;45.3619097
0.779;45.2325143;0.0;45.36470855
0.78;45.22339145;0.0;45.3727099
0.781;45.21028125;0.0;45.3772413
0.782;45.19682185;0.0;45.38150695
0.783;45.19584665;0.0;45.3954043
0.784;45.1887618;0.0;45.40525285
0.785;45.1800674;0.0;45.4137154
0.786;45.1770572;0.0;45.42544565
0.787;45.17343785;0.0;45.43569255
0.788;45.17056095;0.0;45.4455588
0.789;45.16905495;0.0;45.45646985
0.79;45.16735495;0.0;45.4704803
